,X,Y,Size,Angle,Response,Octave,Class_Id
<KeyPoint 0000015C6FD20C30>,1119.9608154296875,1074.4888916015625,3.415360689163208,179.91085815429688,0.02095719613134861,13042687.0,-1.0
<KeyPoint 0000015C6FD20C60>,1124.810546875,2084.842529296875,37.3346061706543,190.51231384277344,0.0448572002351284,2228739.0,-1.0
<KeyPoint 0000015C6FD20C90>,1124.810546875,2084.842529296875,37.3346061706543,230.6981964111328,0.0448572002351284,2228739.0,-1.0
<KeyPoint 0000015C6FD20CC0>,1127.2965087890625,2103.20068359375,6.205783843994141,261.1634521484375,0.030068494379520416,6095616.0,-1.0
<KeyPoint 0000015C6FD20CF0>,1130.4188232421875,35.540672302246094,3.2255001068115234,270.6556091308594,0.020998509600758553,8913919.0,-1.0
<KeyPoint 0000015C6FD20D20>,1133.15380859375,96.11112213134766,83.51820373535156,177.8764190673828,0.048265837132930756,10355204.0,-1.0
<KeyPoint 0000015C6FD20D50>,1133.958740234375,2110.135498046875,6.005044937133789,267.98284912109375,0.028310297057032585,3736320.0,-1.0
<KeyPoint 0000015C6FD20D80>,1143.7266845703125,1885.58642578125,4.2769083976745605,180.08099365234375,0.0196396391838789,12648704.0,-1.0
<KeyPoint 0000015C6FD20DB0>,1143.7979736328125,1854.786865234375,2.4510045051574707,179.6205291748047,0.015775403007864952,5767935.0,-1.0
<KeyPoint 0000015C6FD20DE0>,1144.5567626953125,1948.4195556640625,5.156876087188721,179.911376953125,0.019265543669462204,9437696.0,-1.0
<KeyPoint 0000015C6FD20E10>,1144.8466796875,1889.08154296875,2.044830799102783,180.21730041503906,0.01646101288497448,9372159.0,-1.0
<KeyPoint 0000015C6FD20E40>,1145.0020751953125,37.346988677978516,6.145925521850586,270.1283874511719,0.023192381486296654,5440256.0,-1.0
<KeyPoint 0000015C6FD20E70>,1146.3060302734375,2152.7587890625,3.9849727153778076,182.8959503173828,0.013565835542976856,7536896.0,-1.0
<KeyPoint 0000015C6FD20EA0>,1146.354248046875,1953.4083251953125,2.592794418334961,180.12892150878906,0.01548928301781416,9831167.0,-1.0
<KeyPoint 0000015C6FD20ED0>,1146.58837890625,2169.991943359375,3.44492769241333,178.80316162109375,0.015797965228557587,13698047.0,-1.0
<KeyPoint 0000015C6FD20F00>,1146.9219970703125,2161.894287109375,3.224694013595581,181.6549072265625,0.014981847256422043,8913919.0,-1.0
<KeyPoint 0000015C6FD20F30>,1147.8377685546875,101.94013214111328,1.9923263788223267,280.36187744140625,0.015691611915826797,7537151.0,-1.0
<KeyPoint 0000015C6FD20F60>,1148.161865234375,2100.010009765625,3.554720401763916,176.7933807373047,0.035660773515701294,15991807.0,-1.0
<KeyPoint 0000015C6FD20F90>,1149.0010986328125,2107.017333984375,2.4330177307128906,200.92237854003906,0.03997214883565903,5243647.0,-1.0
<KeyPoint 0000015C6FD20FC0>,1149.0537109375,2047.958251953125,2.6648075580596924,179.5980224609375,0.014414043165743351,11862783.0,-1.0
<KeyPoint 0000015C6FDC8030>,1149.78515625,2093.29248046875,3.2751426696777344,184.90576171875,0.014157992787659168,10028031.0,-1.0
<KeyPoint 0000015C6FDC8060>,1150.0576171875,2078.806884765625,2.972670793533325,179.0174560546875,0.01609329879283905,3015679.0,-1.0
<KeyPoint 0000015C6FDC8090>,1150.69677734375,2165.079345703125,2.461249589920044,179.72509765625,0.018850916996598244,6095615.0,-1.0
<KeyPoint 0000015C6FDC80C0>,1150.7646484375,2158.54150390625,2.791987180709839,181.52285766601562,0.018682770431041718,15205119.0,-1.0
<KeyPoint 0000015C6FDC80F0>,1151.0606689453125,2170.139892578125,3.4824345111846924,178.17396545410156,0.020416177809238434,14484479.0,-1.0
<KeyPoint 0000015C6FDC8120>,1151.56787109375,125.12922668457031,3.0389981269836426,178.16183471679688,0.01609955169260502,4654079.0,-1.0
<KeyPoint 0000015C6FDC8150>,1152.02783203125,2058.0322265625,4.453577518463135,154.68519592285156,0.03862999007105827,15532288.0,-1.0
<KeyPoint 0000015C6FDC8180>,1152.02783203125,2058.0322265625,4.453577518463135,179.587158203125,0.03862999007105827,15532288.0,-1.0
<KeyPoint 0000015C6FDC81B0>,1153.31640625,2050.064453125,4.412405014038086,167.5752410888672,0.0223880335688591,14876928.0,-1.0
<KeyPoint 0000015C6FDC81E0>,1153.483642578125,165.03805541992188,2.8237464427948,177.96739196777344,0.014734823256731033,15991551.0,-1.0
<KeyPoint 0000015C6FDC8210>,1153.6275634765625,436.7667236328125,3.07735013961792,172.60374450683594,0.014231692999601364,5506047.0,-1.0
<KeyPoint 0000015C6FDC8240>,1153.6650390625,170.5376434326172,3.082880973815918,171.56759643554688,0.013710414990782738,5637119.0,-1.0
<KeyPoint 0000015C6FDC8270>,1154.6719970703125,359.9035949707031,4.179059982299805,342.00238037109375,0.03001965768635273,10944768.0,-1.0
<KeyPoint 0000015C6FDC82A0>,1154.8887939453125,379.80072021484375,3.5721242427825928,358.22064208984375,0.032539140433073044,16319487.0,-1.0
<KeyPoint 0000015C6FDC82D0>,1155.5863037109375,198.58340454101562,2.3641414642333984,180.89056396484375,0.015185555443167686,3146495.0,-1.0
<KeyPoint 0000015C6FDC8300>,1155.837890625,387.650634765625,4.384036064147949,348.9981994628906,0.035752736032009125,14418176.0,-1.0
<KeyPoint 0000015C6FDC8330>,1156.1346435546875,343.9755859375,2.0343949794769287,1.202880859375,0.017773140221834183,9044479.0,-1.0
<KeyPoint 0000015C6FDC8360>,1156.7327880859375,230.33631896972656,2.3562304973602295,178.8697509765625,0.014823241159319878,2949887.0,-1.0
<KeyPoint 0000015C6FDC8390>,1156.9615478515625,414.4597473144531,4.061722278594971,1.70050048828125,0.03141651675105095,8913152.0,-1.0
<KeyPoint 0000015C6FDC83C0>,1157.1849365234375,2171.484130859375,17.981292724609375,95.58139038085938,0.021356618031859398,16253186.0,-1.0
<KeyPoint 0000015C6FDC83F0>,1157.373779296875,337.9608154296875,3.0053911209106445,348.3435974121094,0.016492189839482307,3802111.0,-1.0
<KeyPoint 0000015C6FDC8420>,1157.3846435546875,260.44390869140625,3.280670642852783,176.27496337890625,0.013426530174911022,10159103.0,-1.0
<KeyPoint 0000015C6FDC8450>,1157.40869140625,320.0755615234375,2.5744268894195557,78.6500244140625,0.01758711412549019,9306879.0,-1.0
<KeyPoint 0000015C6FDC8480>,1158.2828369140625,280.4259033203125,3.2171216011047363,179.1136932373047,0.014879168011248112,8717311.0,-1.0
<KeyPoint 0000015C6FDC84B0>,1158.4161376953125,371.2999572753906,3.1080634593963623,8.56292724609375,0.01760168932378292,6226943.0,-1.0
<KeyPoint 0000015C6FDC84E0>,1158.5771484375,270.1620178222656,2.8686435222625732,176.0738983154297,0.015672622248530388,459775.0,-1.0
<KeyPoint 0000015C6FDC8510>,1159.4814453125,303.3595886230469,2.505089044570923,177.77825927734375,0.014170685783028603,7340799.0,-1.0
<KeyPoint 0000015C6FDC8540>,1159.5338134765625,298.3215026855469,2.1863811016082764,185.09613037109375,0.018270183354616165,14221823.0,-1.0
<KeyPoint 0000015C6FDC8570>,1159.6864013671875,391.9314880371094,3.1899640560150146,359.2975158691406,0.04033861309289932,8127487.0,-1.0
<KeyPoint 0000015C6FDC85A0>,1160.4598388671875,308.4818420410156,2.420675277709961,176.0000762939453,0.016277387738227844,4850431.0,-1.0
<KeyPoint 0000015C6FDC85D0>,1160.9931640625,367.5572814941406,1.9008429050445557,54.317413330078125,0.01793719083070755,4129279.0,-1.0
<KeyPoint 0000015C6FDC8600>,1161.1339111328125,411.000244140625,2.6979970932006836,347.18438720703125,0.026149898767471313,12714751.0,-1.0
<KeyPoint 0000015C6FDC8630>,1162.054931640625,361.6533508300781,1.8306884765625,307.13934326171875,0.03129825368523598,1376767.0,-1.0
<KeyPoint 0000015C6FDC8660>,1162.275146484375,356.0869445800781,6.8102617263793945,348.10650634765625,0.04685720428824425,12845824.0,-1.0
<KeyPoint 0000015C6FDC8690>,1162.811767578125,376.88153076171875,7.616371154785156,2.00372314453125,0.042641472071409225,4260097.0,-1.0
<KeyPoint 0000015C6FDC86C0>,1163.165283203125,112.0723876953125,6.2862958908081055,5.464935302734375,0.03283075988292694,7078656.0,-1.0
<KeyPoint 0000015C6FDC86F0>,1163.165283203125,112.0723876953125,6.2862958908081055,80.26303100585938,0.03283075988292694,7078656.0,-1.0
<KeyPoint 0000015C6FDC8720>,1163.230712890625,389.23974609375,1.986707329750061,294.4996643066406,0.0341799296438694,7275007.0,-1.0
<KeyPoint 0000015C6FDC8750>,1163.348388671875,344.676025390625,2.997196912765503,178.16677856445312,0.03804758936166763,3605503.0,-1.0
<KeyPoint 0000015C6FDC8780>,1163.494873046875,2079.083740234375,21.250295639038086,184.2161407470703,0.02584131807088852,11600386.0,-1.0
<KeyPoint 0000015C6FDC87B0>,1163.758056640625,408.3448791503906,1.8725967407226562,319.4850769042969,0.031269580125808716,3015167.0,-1.0
<KeyPoint 0000015C6FDC87E0>,1164.043212890625,316.8582763671875,3.8525588512420654,359.6160888671875,0.03987112268805504,5046528.0,-1.0
<KeyPoint 0000015C6FDC8810>,1164.10009765625,351.1994323730469,2.649374008178711,162.63589477539062,0.034714289009571075,11404031.0,-1.0
<KeyPoint 0000015C6FDC8840>,1164.2103271484375,401.8327331542969,7.113786220550537,353.4403381347656,0.041558925062417984,15991552.0,-1.0
<KeyPoint 0000015C6FDC8870>,1164.2120361328125,364.6072998046875,3.0850753784179688,192.18740844726562,0.026600703597068787,5702655.0,-1.0
<KeyPoint 0000015C6FDC88A0>,1164.2666015625,317.2829895019531,3.4446938037872314,358.9723815917969,0.04025973379611969,13698047.0,-1.0
<KeyPoint 0000015C6FDC88D0>,1164.37255859375,358.952392578125,3.1069118976593018,183.13348388671875,0.042068541049957275,6226943.0,-1.0
<KeyPoint 0000015C6FDC8900>,1164.7440185546875,443.043212890625,12.180562973022461,0.032012939453125,0.03583839163184166,4784897.0,-1.0
<KeyPoint 0000015C6FDC8930>,1165.0570068359375,429.5701904296875,6.555264472961426,349.51226806640625,0.05285168066620827,10093312.0,-1.0
<KeyPoint 0000015C6FDC8960>,1165.2532958984375,444.02838134765625,3.2423057556152344,5.685302734375,0.014150470495223999,9307135.0,-1.0
<KeyPoint 0000015C6FDC8990>,1165.2532958984375,444.02838134765625,3.2423057556152344,158.83653259277344,0.014150470495223999,9307135.0,-1.0
<KeyPoint 0000015C6FDC89C0>,1165.99365234375,238.38157653808594,4.518239974975586,0.023956298828125,0.023092789575457573,16580864.0,-1.0
<KeyPoint 0000015C6FDC89F0>,1166.003662109375,397.47186279296875,2.3605010509490967,137.96975708007812,0.03224083036184311,3080959.0,-1.0
<KeyPoint 0000015C6FDC8A20>,1166.0631103515625,454.4886474609375,3.4450130462646484,173.8663330078125,0.017275696620345116,13698047.0,-1.0
<KeyPoint 0000015C6FDC8A50>,1166.187255859375,390.8727111816406,2.12595272064209,178.5736846923828,0.022724302485585213,12190207.0,-1.0
<KeyPoint 0000015C6FDC8A80>,1166.2359619140625,465.3546142578125,3.3567655086517334,178.42445373535156,0.015685947611927986,11797503.0,-1.0
<KeyPoint 0000015C6FDC8AB0>,1166.3895263671875,405.6455078125,2.9424657821655273,183.35107421875,0.043286070227622986,2294783.0,-1.0
<KeyPoint 0000015C6FDC8AE0>,1166.5972900390625,323.3398132324219,3.0861024856567383,167.10829162597656,0.022503720596432686,5768191.0,-1.0
<KeyPoint 0000015C6FDC8B10>,1166.6175537109375,411.2599182128906,2.312462568283081,185.87408447265625,0.022602368146181107,1573631.0,-1.0
<KeyPoint 0000015C6FDC8B40>,1166.9840087890625,2186.805908203125,5.064625263214111,89.54891967773438,0.015798302367329597,8126976.0,-1.0
<KeyPoint 0000015C6FDC8B70>,1167.2177734375,266.72344970703125,4.276153087615967,357.9474182128906,0.02384725958108902,12583168.0,-1.0
<KeyPoint 0000015C6FDC8BA0>,1167.4134521484375,394.3492431640625,1.9164217710494995,130.59579467773438,0.022424882277846336,4719103.0,-1.0
<KeyPoint 0000015C6FDC8BD0>,1167.43701171875,485.7255859375,3.221897840499878,174.8088836669922,0.01660729944705963,8848383.0,-1.0
<KeyPoint 0000015C6FDC8C00>,1167.97802734375,340.6717224121094,4.055113315582275,182.73074340820312,0.027132157236337662,8782080.0,-1.0
<KeyPoint 0000015C6FDC8C30>,1167.99560546875,504.2573547363281,3.053234338760376,178.24583435058594,0.015286664478480816,4981759.0,-1.0
<KeyPoint 0000015C6FDC8C60>,1168.302490234375,492.4061584472656,2.5826938152313232,180.31414794921875,0.014146010391414165,9569023.0,-1.0
<KeyPoint 0000015C6FDC8C90>,1168.61328125,520.5521850585938,3.256028413772583,177.8187713623047,0.01562025398015976,9634815.0,-1.0
<KeyPoint 0000015C6FDC8CC0>,1168.6456298828125,362.6407470703125,2.729464292526245,187.11000061035156,0.03256988152861595,13566719.0,-1.0
<KeyPoint 0000015C6FDC8CF0>,1168.8330078125,499.9667663574219,2.281099796295166,178.56500244140625,0.016772927716374397,590591.0,-1.0
<KeyPoint 0000015C6FDC8D20>,1168.8680419921875,330.084716796875,5.406521797180176,172.0120391845703,0.034911539405584335,12845568.0,-1.0
<KeyPoint 0000015C6FDC8D50>,1168.88330078125,439.18145751953125,4.966491222381592,1.68829345703125,0.038942452520132065,6750720.0,-1.0
<KeyPoint 0000015C6FDC8D80>,1169.384033203125,388.2806701660156,3.043994665145874,193.60311889648438,0.029258448630571365,4719615.0,-1.0
<KeyPoint 0000015C6FDC8DB0>,1170.3681640625,544.7015991210938,2.538546323776245,176.14828491210938,0.016429845243692398,8323839.0,-1.0
<KeyPoint 0000015C6FDC8DE0>,1170.4517822265625,408.401611328125,3.018056869506836,190.1984405517578,0.031499747186899185,4129791.0,-1.0
<KeyPoint 0000015C6FDC8E10>,1170.532470703125,401.1610107421875,3.622880220413208,169.13082885742188,0.024869361892342567,590080.0,-1.0
<KeyPoint 0000015C6FDC8E40>,1170.9219970703125,415.4126281738281,4.370490550994873,170.67218017578125,0.02712707780301571,14221568.0,-1.0
<KeyPoint 0000015C6FDC8E70>,1171.33251953125,550.439208984375,1.9679926633834839,177.47230529785156,0.01444113627076149,6619647.0,-1.0
<KeyPoint 0000015C6FDC8EA0>,1171.3763427734375,432.7986755371094,2.9827535152435303,8.67474365234375,0.02413453534245491,3277823.0,-1.0
<KeyPoint 0000015C6FDC8ED0>,1171.3763427734375,432.7986755371094,2.9827535152435303,201.341064453125,0.02413453534245491,3277823.0,-1.0
<KeyPoint 0000015C6FDC8F00>,1171.652099609375,568.2672119140625,2.4287288188934326,179.32537841796875,0.01399737037718296,5112575.0,-1.0
<KeyPoint 0000015C6FDC8F30>,1171.8167724609375,431.9949035644531,3.7834346294403076,9.71478271484375,0.023437976837158203,3735808.0,-1.0
<KeyPoint 0000015C6FDC8F60>,1171.8167724609375,431.9949035644531,3.7834346294403076,186.68350219726562,0.023437976837158203,3735808.0,-1.0
<KeyPoint 0000015C6FDC8F90>,1172.3265380859375,593.9139404296875,2.677591562271118,179.19564819335938,0.016100401058793068,12190463.0,-1.0
<KeyPoint 0000015C6FDC8FC0>,1173.533935546875,436.4637451171875,2.0753066539764404,8.485687255859375,0.018093274906277657,10486271.0,-1.0
<KeyPoint 0000015C6FEAD030>,1173.6151123046875,611.7146606445312,2.4003403186798096,180.3888702392578,0.014330742880702019,4260607.0,-1.0
<KeyPoint 0000015C6FEAD060>,1173.9039306640625,618.0064697265625,2.1992805004119873,174.71856689453125,0.015401081182062626,14680575.0,-1.0
<KeyPoint 0000015C6FEAD090>,1174.028076171875,608.2183837890625,1.8118330240249634,173.74327087402344,0.013889803551137447,655871.0,-1.0
<KeyPoint 0000015C6FEAD0C0>,1174.057861328125,637.4622802734375,3.0143842697143555,176.1129150390625,0.014607359655201435,4064255.0,-1.0
<KeyPoint 0000015C6FEAD0F0>,1174.9478759765625,880.4514770507812,3.6909024715423584,0.83477783203125,0.034696727991104126,1966336.0,-1.0
<KeyPoint 0000015C6FEAD120>,1175.026611328125,653.5526733398438,2.542802095413208,179.84722900390625,0.016052985563874245,8454911.0,-1.0
<KeyPoint 0000015C6FEAD150>,1175.0697021484375,870.8361206054688,5.458641052246094,4.4188232421875,0.029751162976026535,13566464.0,-1.0
<KeyPoint 0000015C6FEAD180>,1175.3817138671875,659.4619750976562,2.496764659881592,178.95217895507812,0.014991223812103271,7144191.0,-1.0
<KeyPoint 0000015C6FEAD1B0>,1175.64111328125,470.5684814453125,4.305140495300293,0.0484619140625,0.026499062776565552,13107456.0,-1.0
<KeyPoint 0000015C6FEAD1E0>,1175.905517578125,670.5980834960938,2.4925217628479004,180.57192993164062,0.014573224820196629,7013119.0,-1.0
<KeyPoint 0000015C6FEAD210>,1175.9400634765625,891.0699462890625,3.564922332763672,346.9399719238281,0.03477426618337631,16188415.0,-1.0
<KeyPoint 0000015C6FEAD240>,1175.9659423828125,666.575439453125,2.363448143005371,175.86973571777344,0.014798608608543873,3146495.0,-1.0
<KeyPoint 0000015C6FEAD270>,1176.15380859375,693.2460327148438,3.074754476547241,175.5517578125,0.015084551647305489,5440511.0,-1.0
<KeyPoint 0000015C6FEAD2A0>,1176.2034912109375,851.714111328125,3.6017651557922363,7.974700927734375,0.03821110352873802,196864.0,-1.0
<KeyPoint 0000015C6FEAD2D0>,1176.251708984375,851.9570922851562,3.5413525104522705,2.452850341796875,0.03807936981320381,15664127.0,-1.0
<KeyPoint 0000015C6FEAD300>,1176.413330078125,897.9639282226562,2.9504191875457764,342.61260986328125,0.0353240892291069,2491391.0,-1.0
<KeyPoint 0000015C6FEAD330>,1176.514892578125,678.9231567382812,2.2676901817321777,175.705810546875,0.015729278326034546,131839.0,-1.0
<KeyPoint 0000015C6FEAD360>,1176.6409912109375,686.8151245117188,2.449106454849243,181.22467041015625,0.01339625846594572,5702399.0,-1.0
<KeyPoint 0000015C6FEAD390>,1176.990234375,707.974609375,2.748037099838257,179.08975219726562,0.013861670158803463,14025471.0,-1.0
<KeyPoint 0000015C6FEAD3C0>,1177.10693359375,922.7113037109375,3.297717332839966,6.98193359375,0.025598932057619095,10552319.0,-1.0
<KeyPoint 0000015C6FEAD3F0>,1177.135009765625,916.344970703125,3.9394288063049316,6.44329833984375,0.026395779103040695,6684928.0,-1.0
<KeyPoint 0000015C6FEAD420>,1177.17724609375,909.5430297851562,5.14375638961792,354.42938232421875,0.027874266728758812,9241088.0,-1.0
<KeyPoint 0000015C6FEAD450>,1177.4949951171875,934.9285888671875,3.30218505859375,352.53448486328125,0.03851229324936867,10617855.0,-1.0
<KeyPoint 0000015C6FEAD480>,1177.5994873046875,856.159912109375,1.9454513788223267,50.497589111328125,0.018720589578151703,5767679.0,-1.0
<KeyPoint 0000015C6FEAD4B0>,1177.5994873046875,856.159912109375,1.9454513788223267,339.7841796875,0.018720589578151703,5767679.0,-1.0
<KeyPoint 0000015C6FEAD4E0>,1177.741943359375,704.1218872070312,1.8470557928085327,179.65664672851562,0.014224912971258163,2032127.0,-1.0
<KeyPoint 0000015C6FEAD510>,1178.2022705078125,942.7572631835938,3.0853312015533447,343.31866455078125,0.0360279381275177,5702655.0,-1.0
<KeyPoint 0000015C6FEAD540>,1178.500244140625,722.4852294921875,1.9249677658081055,179.10916137695312,0.018904346972703934,5046783.0,-1.0
<KeyPoint 0000015C6FEAD570>,1178.765380859375,958.0847778320312,2.742248296737671,170.353271484375,0.020845379680395126,13894399.0,-1.0
<KeyPoint 0000015C6FEAD5A0>,1180.1373291015625,832.9476928710938,3.835810422897339,331.8638916015625,0.039468009024858475,4784384.0,-1.0
<KeyPoint 0000015C6FEAD5D0>,1180.349609375,839.1630859375,3.152494192123413,345.6818542480469,0.040226805955171585,7275519.0,-1.0
<KeyPoint 0000015C6FEAD600>,1180.3704833984375,2129.195068359375,84.39754486083984,207.2512969970703,0.042786307632923126,11076100.0,-1.0
<KeyPoint 0000015C6FEAD630>,1180.5740966796875,965.337646484375,4.335609436035156,177.30711364746094,0.025308165699243546,13631744.0,-1.0
<KeyPoint 0000015C6FEAD660>,1180.978759765625,914.5127563476562,2.5308961868286133,349.98681640625,0.029752787202596664,8127231.0,-1.0
<KeyPoint 0000015C6FEAD690>,1181.0667724609375,848.590576171875,4.130805015563965,6.20501708984375,0.039557479321956635,10092800.0,-1.0
<KeyPoint 0000015C6FEAD6C0>,1181.383544921875,932.5414428710938,3.0388431549072266,351.7213439941406,0.03335664048790932,4588543.0,-1.0
<KeyPoint 0000015C6FEAD6F0>,1181.4083251953125,974.4083251953125,4.469046115875244,169.7568359375,0.01923559047281742,15794432.0,-1.0
<KeyPoint 0000015C6FEAD720>,1181.513671875,938.9999389648438,3.0157854557037354,336.7732849121094,0.05182575061917305,4064255.0,-1.0
<KeyPoint 0000015C6FEAD750>,1181.5751953125,947.568115234375,2.184511661529541,353.3210144042969,0.01621861383318901,14156287.0,-1.0
<KeyPoint 0000015C6FEAD780>,1181.9986572265625,944.3855590820312,2.6710898876190186,354.59222412109375,0.020456461235880852,11993855.0,-1.0
<KeyPoint 0000015C6FEAD7B0>,1182.15380859375,920.0565185546875,2.5744075775146484,39.2623291015625,0.03861280158162117,9306879.0,-1.0
<KeyPoint 0000015C6FEAD7E0>,1182.15380859375,920.0565185546875,2.5744075775146484,350.2824401855469,0.03861280158162117,9306879.0,-1.0
<KeyPoint 0000015C6FEAD810>,1182.552734375,878.94873046875,1.8878501653671265,93.18804931640625,0.01954689249396324,3604991.0,-1.0
<KeyPoint 0000015C6FEAD840>,1183.15576171875,909.371826171875,1.9502077102661133,303.7377014160156,0.024326341226696968,5964287.0,-1.0
<KeyPoint 0000015C6FEAD870>,1183.15576171875,909.371826171875,1.9502077102661133,338.7923583984375,0.024326341226696968,5964287.0,-1.0
<KeyPoint 0000015C6FEAD8A0>,1183.231201171875,857.9041748046875,5.092325210571289,357.4235534667969,0.036528971046209335,8520192.0,-1.0
<KeyPoint 0000015C6FEAD8D0>,1183.978759765625,110.0953598022461,4.415117263793945,89.981689453125,0.02108367718756199,14942464.0,-1.0
<KeyPoint 0000015C6FEAD900>,1184.1964111328125,904.8838500976562,5.959796905517578,351.663330078125,0.040049199014902115,3212032.0,-1.0
<KeyPoint 0000015C6FEAD930>,1184.2535400390625,929.7255249023438,6.957631587982178,354.16583251953125,0.05185646936297417,14418688.0,-1.0
