,X,Y,Size,Angle,Response,Octave,Class_Id
<KeyPoint 0000015C6FEC3360>,2689.752197265625,1459.34326171875,2.164832353591919,103.31622314453125,0.04464495927095413,13500927.0,-1.0
<KeyPoint 0000015C6FEC3390>,2690.201416015625,1552.1968994140625,2.8977792263031006,103.56112670898438,0.028515372425317764,1180671.0,-1.0
<KeyPoint 0000015C6FEC33C0>,2690.331298828125,1648.244873046875,2.0752508640289307,108.00628662109375,0.0404050350189209,10486271.0,-1.0
<KeyPoint 0000015C6FEC33F0>,2690.331298828125,1648.244873046875,2.0752508640289307,266.6331787109375,0.0404050350189209,10486271.0,-1.0
<KeyPoint 0000015C6FEC3420>,2690.366455078125,1683.5245361328125,2.3522515296936035,118.8427734375,0.03432028368115425,2818815.0,-1.0
<KeyPoint 0000015C6FEC3450>,2690.380859375,1468.2642822265625,2.26155161857605,104.80416870117188,0.04020913690328598,16646655.0,-1.0
<KeyPoint 0000015C6FEC3480>,2690.520263671875,2040.2064208984375,2.1862261295318604,99.6102294921875,0.018288442865014076,14221823.0,-1.0
<KeyPoint 0000015C6FEC34B0>,2690.632568359375,1615.222900390625,2.8653886318206787,101.08087158203125,0.02053580991923809,394239.0,-1.0
<KeyPoint 0000015C6FEC34E0>,2690.65185546875,1710.172119140625,2.044712781906128,129.2594757080078,0.04667714610695839,9372159.0,-1.0
<KeyPoint 0000015C6FEC3510>,2691.0419921875,1476.87255859375,2.21012282371521,99.23553466796875,0.04407794773578644,15008255.0,-1.0
<KeyPoint 0000015C6FEC3540>,2691.08251953125,1659.43896484375,3.036846876144409,106.65402221679688,0.027695268392562866,4588543.0,-1.0
<KeyPoint 0000015C6FEC3570>,2691.08251953125,1659.43896484375,3.036846876144409,263.740966796875,0.027695268392562866,4588543.0,-1.0
<KeyPoint 0000015C6FEC35A0>,2691.20654296875,1611.575927734375,2.288593292236328,101.06463623046875,0.030499320477247238,852735.0,-1.0
<KeyPoint 0000015C6FEC35D0>,2691.20654296875,1611.575927734375,2.288593292236328,269.6097717285156,0.030499320477247238,852735.0,-1.0
<KeyPoint 0000015C6FEC3600>,2691.527587890625,1485.350341796875,2.320248603820801,107.35105895996094,0.05020030215382576,1835775.0,-1.0
<KeyPoint 0000015C6FEC3630>,2691.81982421875,1557.3687744140625,1.9443225860595703,99.35848999023438,0.04245620220899582,5767679.0,-1.0
<KeyPoint 0000015C6FEC3660>,2691.99169921875,1655.795654296875,1.9359848499298096,110.19488525390625,0.036780714988708496,5439999.0,-1.0
<KeyPoint 0000015C6FEC3690>,2692.02392578125,1619.474609375,2.4272525310516357,96.85357666015625,0.030314886942505836,5047039.0,-1.0
<KeyPoint 0000015C6FEC36C0>,2692.02392578125,1666.914306640625,2.851461172103882,108.99810791015625,0.02849380113184452,1023.0,-1.0
<KeyPoint 0000015C6FEC36F0>,2692.390380859375,1493.919189453125,2.168292760848999,110.50765991210938,0.05991267040371895,13631999.0,-1.0
<KeyPoint 0000015C6FEC3720>,2692.427978515625,1700.8983154296875,2.6121857166290283,116.47148132324219,0.043583691120147705,10355455.0,-1.0
<KeyPoint 0000015C6FEC3750>,2692.430419921875,1623.291015625,2.6102206707000732,96.01068115234375,0.03011251986026764,10355455.0,-1.0
<KeyPoint 0000015C6FEC3780>,2692.430419921875,1623.291015625,2.6102206707000732,272.63214111328125,0.03011251986026764,10355455.0,-1.0
<KeyPoint 0000015C6FEC37B0>,2692.47607421875,1690.5887451171875,2.3724520206451416,118.64300537109375,0.03598184511065483,3408639.0,-1.0
<KeyPoint 0000015C6FEC37E0>,2692.488037109375,1565.0047607421875,2.060303211212158,100.67886352539062,0.029174594208598137,9961983.0,-1.0
<KeyPoint 0000015C6FEC3810>,2692.488037109375,1565.0047607421875,2.060303211212158,261.6722717285156,0.029174594208598137,9961983.0,-1.0
<KeyPoint 0000015C6FEC3840>,2692.661865234375,1596.0440673828125,1.9419621229171753,232.5679473876953,0.014496671967208385,5636607.0,-1.0
<KeyPoint 0000015C6FEC3870>,2692.661865234375,1596.0440673828125,1.9419621229171753,342.75262451171875,0.014496671967208385,5636607.0,-1.0
<KeyPoint 0000015C6FEC38A0>,2692.69482421875,1569.0438232421875,2.622070074081421,98.31350708007812,0.024498669430613518,10683135.0,-1.0
<KeyPoint 0000015C6FEC38D0>,2692.69482421875,1569.0438232421875,2.622070074081421,269.37896728515625,0.024498669430613518,10683135.0,-1.0
<KeyPoint 0000015C6FEC3900>,2692.98974609375,1502.596923828125,2.563412666320801,110.760498046875,0.05077672004699707,9044735.0,-1.0
<KeyPoint 0000015C6FEC3930>,2693.304931640625,1627.263671875,2.62949275970459,92.4530029296875,0.029087264090776443,10879743.0,-1.0
<KeyPoint 0000015C6FEC3960>,2693.37939453125,1573.339599609375,1.8652604818344116,104.56825256347656,0.0386846624314785,2753023.0,-1.0
<KeyPoint 0000015C6FEC3990>,2693.416748046875,1697.64599609375,2.125016927719116,116.23597717285156,0.037529055029153824,12190207.0,-1.0
<KeyPoint 0000015C6FEC39C0>,2693.451904296875,1663.478271484375,1.924242377281189,117.107421875,0.038358502089977264,4981247.0,-1.0
<KeyPoint 0000015C6FEC39F0>,2693.569091796875,1510.6031494140625,2.1949806213378906,113.08966064453125,0.05959430709481239,14483967.0,-1.0
<KeyPoint 0000015C6FEC3A20>,2693.57861328125,1499.4913330078125,1.931194543838501,109.50074768066406,0.0471985824406147,5243391.0,-1.0
<KeyPoint 0000015C6FEC3A50>,2693.685791015625,1631.2298583984375,2.9305026531219482,91.44131469726562,0.024344684556126595,1967103.0,-1.0
<KeyPoint 0000015C6FEC3A80>,2693.685791015625,1631.2298583984375,2.9305026531219482,272.72320556640625,0.024344684556126595,1967103.0,-1.0
<KeyPoint 0000015C6FEC3AB0>,2693.884765625,1577.413818359375,2.720543622970581,101.61563110351562,0.027635369449853897,13304575.0,-1.0
<KeyPoint 0000015C6FEC3AE0>,2693.884765625,1577.413818359375,2.720543622970581,270.3664855957031,0.027635369449853897,13304575.0,-1.0
<KeyPoint 0000015C6FEC3B10>,2693.951171875,2040.86328125,2.359196424484253,100.36318969726562,0.019939450547099113,3015423.0,-1.0
<KeyPoint 0000015C6FEC3B40>,2694.2783203125,1707.9884033203125,2.5784759521484375,109.98472595214844,0.03833002969622612,9437951.0,-1.0
<KeyPoint 0000015C6FEC3B70>,2694.409423828125,1519.447998046875,2.3084206581115723,103.11679077148438,0.050832878798246384,1442559.0,-1.0
<KeyPoint 0000015C6FEC3BA0>,2694.4755859375,1581.3731689453125,2.301913261413574,92.28311157226562,0.03290281444787979,1245951.0,-1.0
<KeyPoint 0000015C6FEC3BD0>,2694.4755859375,1581.3731689453125,2.301913261413574,270.6727294921875,0.03290281444787979,1245951.0,-1.0
<KeyPoint 0000015C6FEC3C00>,2694.8486328125,1585.57470703125,2.7272653579711914,91.83163452148438,0.024959512054920197,13501183.0,-1.0
<KeyPoint 0000015C6FEC3C30>,2694.8486328125,1585.57470703125,2.7272653579711914,267.84356689453125,0.024959512054920197,13501183.0,-1.0
<KeyPoint 0000015C6FEC3C60>,2694.91796875,1681.471923828125,2.6892926692962646,118.46499633789062,0.03555578365921974,12518143.0,-1.0
<KeyPoint 0000015C6FEC3C90>,2695.013671875,1634.979736328125,2.21559476852417,106.36106872558594,0.031221365556120872,15204863.0,-1.0
<KeyPoint 0000015C6FEC3CC0>,2695.013671875,1634.979736328125,2.21559476852417,273.58770751953125,0.031221365556120872,15204863.0,-1.0
<KeyPoint 0000015C6FEC3CF0>,2695.0380859375,1638.6988525390625,2.7827014923095703,103.61370849609375,0.024637922644615173,14942975.0,-1.0
<KeyPoint 0000015C6FEC3D20>,2695.0380859375,1638.6988525390625,2.7827014923095703,272.4324645996094,0.024637922644615173,14942975.0,-1.0
<KeyPoint 0000015C6FEC3D50>,2695.217529296875,1527.622314453125,2.1883018016815186,121.36061096191406,0.04569344222545624,14287359.0,-1.0
<KeyPoint 0000015C6FEC3D80>,2695.3671875,1704.77294921875,2.278904914855957,109.55198669433594,0.038505919277668,525055.0,-1.0
<KeyPoint 0000015C6FEC3DB0>,2695.530029296875,1734.5899658203125,3.330530881881714,287.885009765625,0.018530331552028656,11273215.0,-1.0
<KeyPoint 0000015C6FEC3DE0>,2695.591796875,1589.4219970703125,2.28672456741333,89.98452758789062,0.037922102957963943,787199.0,-1.0
<KeyPoint 0000015C6FEC3E10>,2695.591796875,1589.4219970703125,2.28672456741333,268.43902587890625,0.037922102957963943,787199.0,-1.0
<KeyPoint 0000015C6FEC3E40>,2695.723876953125,1714.885986328125,2.5275704860687256,119.51437377929688,0.04290464147925377,7996159.0,-1.0
<KeyPoint 0000015C6FEC3E70>,2695.843994140625,1441.247314453125,4.388213157653809,279.055908203125,0.016056664288043976,14483712.0,-1.0
<KeyPoint 0000015C6FEC3EA0>,2695.86376953125,1677.90185546875,2.4217727184295654,118.48971557617188,0.037350140511989594,4915967.0,-1.0
<KeyPoint 0000015C6FEC3ED0>,2695.9609375,1593.340087890625,2.8201167583465576,89.53897094726562,0.025471815839409828,15926015.0,-1.0
<KeyPoint 0000015C6FEC3F00>,2695.9609375,1593.340087890625,2.8201167583465576,263.97430419921875,0.025471815839409828,15926015.0,-1.0
<KeyPoint 0000015C6FEC3F30>,2696.19091796875,1646.324462890625,2.8806991577148438,102.5748291015625,0.026721300557255745,721919.0,-1.0
<KeyPoint 0000015C6FEC3F60>,2696.19091796875,1646.324462890625,2.8806991577148438,262.63311767578125,0.026721300557255745,721919.0,-1.0
<KeyPoint 0000015C6FEC3F90>,2696.393310546875,1597.443603515625,2.341439723968506,88.33322143554688,0.03719652444124222,2491135.0,-1.0
<KeyPoint 0000015C6FEC3FC0>,2696.456298828125,1488.048583984375,1.9904917478561401,330.5177001953125,0.015324882231652737,7471615.0,-1.0
<KeyPoint 0000015C6FEC4030>,2696.557861328125,1923.3974609375,173.41783142089844,184.041015625,0.050471022725105286,13042181.0,-1.0
<KeyPoint 0000015C6FEC4060>,2696.884521484375,1601.2132568359375,2.7384984493255615,88.04837036132812,0.024803753942251205,13828863.0,-1.0
<KeyPoint 0000015C6FEC4090>,2697.13427734375,1711.886962890625,2.3930776119232178,119.14854431152344,0.03794523701071739,4063999.0,-1.0
<KeyPoint 0000015C6FEC40C0>,2697.1591796875,1654.0712890625,2.542585849761963,107.79539489746094,0.030953874811530113,8454911.0,-1.0
<KeyPoint 0000015C6FEC40F0>,2697.211181640625,1544.2198486328125,2.0482025146484375,102.07177734375,0.023692239075899124,9503231.0,-1.0
<KeyPoint 0000015C6FEC4120>,2697.319091796875,1721.5382080078125,2.655438184738159,118.90379333496094,0.035125307738780975,11600639.0,-1.0
<KeyPoint 0000015C6FEC4150>,2697.567138671875,1541.4588623046875,2.333465576171875,101.57528686523438,0.036992065608501434,2228991.0,-1.0
<KeyPoint 0000015C6FEC4180>,2697.567138671875,1541.4588623046875,2.333465576171875,283.1221008300781,0.036992065608501434,2228991.0,-1.0
<KeyPoint 0000015C6FEC41B0>,2697.58642578125,1605.4530029296875,2.207669973373413,95.0484619140625,0.037990570068359375,14942719.0,-1.0
<KeyPoint 0000015C6FEC41E0>,2697.586669921875,1533.3668212890625,1.8210499286651611,110.95266723632812,0.03815874457359314,983551.0,-1.0
<KeyPoint 0000015C6FEC4210>,2697.75048828125,1696.06494140625,2.7532758712768555,116.04998779296875,0.0367242656648159,14222079.0,-1.0
<KeyPoint 0000015C6FEC4240>,2697.896240234375,1685.5357666015625,2.045048952102661,117.76980590820312,0.041939638555049896,9372159.0,-1.0
<KeyPoint 0000015C6FEC4270>,2697.986083984375,1609.40966796875,2.6462554931640625,91.34732055664062,0.025136081501841545,11338495.0,-1.0
<KeyPoint 0000015C6FEC42A0>,2697.986083984375,1609.40966796875,2.6462554931640625,269.20965576171875,0.025136081501841545,11338495.0,-1.0
<KeyPoint 0000015C6FEC42D0>,2698.250244140625,1650.304931640625,2.2290093898773193,110.842529296875,0.03848283737897873,15598079.0,-1.0
<KeyPoint 0000015C6FEC4300>,2698.289306640625,1460.6534423828125,2.166001796722412,100.80685424804688,0.0459539033472538,13566463.0,-1.0
<KeyPoint 0000015C6FEC4330>,2698.3427734375,2041.4351806640625,2.599997043609619,99.95855712890625,0.01923574134707451,10027775.0,-1.0
<KeyPoint 0000015C6FEC4360>,2698.449951171875,1613.1082763671875,2.278695583343506,85.267822265625,0.033320534974336624,525055.0,-1.0
<KeyPoint 0000015C6FEC4390>,2698.449951171875,1613.1082763671875,2.278695583343506,269.92315673828125,0.033320534974336624,525055.0,-1.0
<KeyPoint 0000015C6FEC43C0>,2698.458251953125,1661.4161376953125,2.8919734954833984,109.94171142578125,0.027723761275410652,1049599.0,-1.0
<KeyPoint 0000015C6FEC43F0>,2698.458251953125,1661.4161376953125,2.8919734954833984,259.943359375,0.027723761275410652,1049599.0,-1.0
<KeyPoint 0000015C6FEC4420>,2698.559326171875,1553.7294921875,2.6816437244415283,101.51211547851562,0.02465982176363468,12255999.0,-1.0
<KeyPoint 0000015C6FEC4450>,2698.66845703125,1718.450439453125,1.939710021018982,122.22903442382812,0.03921690955758095,5571071.0,-1.0
<KeyPoint 0000015C6FEC4480>,2698.798095703125,1657.254150390625,2.2292065620422363,110.72293090820312,0.0355275422334671,15663615.0,-1.0
<KeyPoint 0000015C6FEC44B0>,2698.973388671875,1550.3790283203125,2.1316773891448975,105.19680786132812,0.02985711395740509,12386815.0,-1.0
<KeyPoint 0000015C6FEC44E0>,2698.9912109375,1469.5040283203125,2.2138161659240723,104.5638427734375,0.04929852858185768,15139327.0,-1.0
<KeyPoint 0000015C6FEC4510>,2699.389892578125,1702.8829345703125,2.5747365951538086,113.38265991210938,0.03754691034555435,9372415.0,-1.0
<KeyPoint 0000015C6FEC4540>,2699.40380859375,1617.159912109375,2.891752243041992,84.03814697265625,0.0214901864528656,1049599.0,-1.0
<KeyPoint 0000015C6FEC4570>,2699.40380859375,1617.159912109375,2.891752243041992,269.3551025390625,0.0214901864528656,1049599.0,-1.0
<KeyPoint 0000015C6FEC45A0>,2699.505859375,1562.158935546875,2.7571847438812256,101.59725952148438,0.02586156316101551,14287615.0,-1.0
<KeyPoint 0000015C6FEC45D0>,2699.505859375,1562.158935546875,2.7571847438812256,270.23114013671875,0.02586156316101551,14287615.0,-1.0
<KeyPoint 0000015C6FEC4600>,2699.568115234375,1478.2939453125,2.2621400356292725,104.60121154785156,0.04704904928803444,16712191.0,-1.0
<KeyPoint 0000015C6FEC4630>,2700.044677734375,1558.697021484375,1.875627875328064,105.90925598144531,0.03245364874601364,3146239.0,-1.0
<KeyPoint 0000015C6FEC4660>,2700.0498046875,1621.2979736328125,2.3247244358062744,91.78509521484375,0.03340335935354233,1966847.0,-1.0
<KeyPoint 0000015C6FEC4690>,2700.119384765625,1668.8302001953125,2.8043859004974365,99.62448120117188,0.027796050533652306,15532799.0,-1.0
<KeyPoint 0000015C6FEC46C0>,2700.119384765625,1668.8302001953125,2.8043859004974365,269.73870849609375,0.027796050533652306,15532799.0,-1.0
<KeyPoint 0000015C6FEC46F0>,2700.16455078125,1486.728515625,2.503903388977051,102.08303833007812,0.043748266994953156,7340799.0,-1.0
<KeyPoint 0000015C6FEC4720>,2700.184326171875,1625.1248779296875,2.6146960258483887,91.45010375976562,0.029630880802869797,10486527.0,-1.0
<KeyPoint 0000015C6FEC4750>,2700.184326171875,1625.1248779296875,2.6146960258483887,260.29620361328125,0.029630880802869797,10486527.0,-1.0
<KeyPoint 0000015C6FEC4780>,2700.35986328125,1566.39990234375,2.5475168228149414,103.1204833984375,0.025179456919431686,8585983.0,-1.0
<KeyPoint 0000015C6FEC47B0>,2700.35986328125,1566.39990234375,2.5475168228149414,271.06494140625,0.025179456919431686,8585983.0,-1.0
<KeyPoint 0000015C6FEC47E0>,2700.3798828125,1570.614990234375,3.12583327293396,102.60891723632812,0.02025182917714119,6685695.0,-1.0
<KeyPoint 0000015C6FEC4810>,2700.3798828125,1570.614990234375,3.12583327293396,263.34051513671875,0.02025182917714119,6685695.0,-1.0
<KeyPoint 0000015C6FEC4840>,2700.47119140625,1483.655029296875,2.0375163555145264,101.64950561523438,0.03356887772679329,9110015.0,-1.0
<KeyPoint 0000015C6FEC4870>,2700.52880859375,1665.00634765625,2.2416493892669678,99.3941650390625,0.03195098415017128,16056831.0,-1.0
<KeyPoint 0000015C6FEC48A0>,2700.52880859375,1665.00634765625,2.2416493892669678,260.735595703125,0.03195098415017128,16056831.0,-1.0
<KeyPoint 0000015C6FEC48D0>,2700.849609375,1495.361328125,2.373075485229492,112.51914978027344,0.055299174040555954,3474175.0,-1.0
<KeyPoint 0000015C6FEC4900>,2701.11279296875,1574.711669921875,2.458972930908203,100.52841186523438,0.02775554358959198,6030079.0,-1.0
<KeyPoint 0000015C6FEC4930>,2701.11279296875,1574.711669921875,2.458972930908203,264.85894775390625,0.02775554358959198,6030079.0,-1.0
<KeyPoint 0000015C6FEC4960>,2701.12060546875,1700.009765625,2.342656135559082,114.34222412109375,0.043613824993371964,2491135.0,-1.0
<KeyPoint 0000015C6FEC4990>,2701.171630859375,1676.2159423828125,2.6118581295013428,102.15756225585938,0.02844124659895897,10355455.0,-1.0
<KeyPoint 0000015C6FEC49C0>,2701.3115234375,1710.1383056640625,2.751983880996704,113.75413513183594,0.03179017826914787,14156543.0,-1.0
<KeyPoint 0000015C6FEC49F0>,2701.42138671875,1736.12451171875,3.4109508991241455,285.3232727050781,0.01911500096321106,12977151.0,-1.0
<KeyPoint 0000015C6FEC4A20>,2701.466552734375,1632.7713623046875,2.5879926681518555,101.5718994140625,0.023926790803670883,9700095.0,-1.0
<KeyPoint 0000015C6FEC4A50>,2701.466552734375,1632.7713623046875,2.5879926681518555,268.2274169921875,0.023926790803670883,9700095.0,-1.0
<KeyPoint 0000015C6FEC4A80>,2701.557861328125,1503.8795166015625,2.5287702083587646,107.37831115722656,0.054882243275642395,8061695.0,-1.0
<KeyPoint 0000015C6FEC4AB0>,2701.601806640625,1579.0042724609375,2.9433085918426514,101.3975830078125,0.024691026657819748,2294783.0,-1.0
<KeyPoint 0000015C6FEC4AE0>,2701.601806640625,1579.0042724609375,2.9433085918426514,268.84039306640625,0.024691026657819748,2294783.0,-1.0
<KeyPoint 0000015C6FEC4B10>,2701.6376953125,1628.88134765625,2.370833396911621,103.69036865234375,0.03699047863483429,3408639.0,-1.0
<KeyPoint 0000015C6FEC4B40>,2701.6376953125,1628.88134765625,2.370833396911621,260.58221435546875,0.03699047863483429,3408639.0,-1.0
<KeyPoint 0000015C6FEC4B70>,2701.84228515625,1672.5924072265625,2.4248769283294678,102.90130615234375,0.03431657701730728,4981503.0,-1.0
<KeyPoint 0000015C6FEC4BA0>,2701.84228515625,1672.5924072265625,2.4248769283294678,270.4055480957031,0.03431657701730728,4981503.0,-1.0
<KeyPoint 0000015C6FEC4BD0>,2702.142578125,1636.425048828125,2.291365623474121,97.0101318359375,0.03532405197620392,918271.0,-1.0
<KeyPoint 0000015C6FEC4C00>,2702.142578125,1636.425048828125,2.291365623474121,269.30615234375,0.03532405197620392,918271.0,-1.0
<KeyPoint 0000015C6FEC4C30>,2702.14697265625,1683.418701171875,2.8558642864227295,109.80445861816406,0.031345970928668976,132095.0,-1.0
<KeyPoint 0000015C6FEC4C60>,2702.19287109375,1512.2376708984375,2.3050830364227295,117.58161926269531,0.0550382174551487,1311487.0,-1.0
<KeyPoint 0000015C6FEC4C90>,2702.53857421875,1706.5836181640625,2.2544898986816406,117.50088500976562,0.03957511857151985,16450047.0,-1.0
<KeyPoint 0000015C6FEC4CC0>,2702.629150390625,1582.8941650390625,2.3644731044769287,101.1317138671875,0.03369162231683731,3212031.0,-1.0
<KeyPoint 0000015C6FEC4CF0>,2702.629150390625,1582.8941650390625,2.3644731044769287,267.4913024902344,0.03369162231683731,3212031.0,-1.0
<KeyPoint 0000015C6FEC4D20>,2702.780517578125,2042.4991455078125,2.5927228927612305,99.91448974609375,0.021032514050602913,9831167.0,-1.0
<KeyPoint 0000015C6FEC4D50>,2702.79443359375,1640.5291748046875,2.730827569961548,93.08248901367188,0.024416910484433174,13632255.0,-1.0
<KeyPoint 0000015C6FEC4D80>,2702.79443359375,1640.5291748046875,2.730827569961548,274.21234130859375,0.024416910484433174,13632255.0,-1.0
<KeyPoint 0000015C6FEC4DB0>,2703.189208984375,1520.8621826171875,2.571486473083496,112.78608703613281,0.049145422875881195,9241343.0,-1.0
<KeyPoint 0000015C6FEC4DE0>,2703.432861328125,1679.68994140625,2.263941764831543,115.27137756347656,0.03516050800681114,66303.0,-1.0
<KeyPoint 0000015C6FEC4E10>,2703.489990234375,1648.212646484375,2.8595619201660156,100.2960205078125,0.025037674233317375,197631.0,-1.0
<KeyPoint 0000015C6FEC4E40>,2703.565673828125,1595.1312255859375,2.8884944915771484,88.82440185546875,0.02450980246067047,918527.0,-1.0
<KeyPoint 0000015C6FEC4E70>,2703.565673828125,1595.1312255859375,2.8884944915771484,260.428955078125,0.02450980246067047,918527.0,-1.0
<KeyPoint 0000015C6FEC4EA0>,2703.580810546875,1529.0989990234375,2.5190844535827637,111.58566284179688,0.04126092791557312,7734015.0,-1.0
<KeyPoint 0000015C6FEC4ED0>,2703.795654296875,1690.774169921875,2.7263996601104736,112.77799987792969,0.033132605254650116,13501183.0,-1.0
<KeyPoint 0000015C6FEC4F00>,2703.795654296875,1690.774169921875,2.7263996601104736,259.62066650390625,0.033132605254650116,13501183.0,-1.0
<KeyPoint 0000015C6FEC4F30>,2703.878662109375,1644.288330078125,2.1427884101867676,103.1597900390625,0.031695421785116196,12780031.0,-1.0
<KeyPoint 0000015C6FEC4F60>,2704.295654296875,1713.7742919921875,2.2056081295013428,118.48876953125,0.04123806580901146,14877183.0,-1.0
<KeyPoint 0000015C6FEC4F90>,2704.59619140625,1537.5950927734375,2.176633358001709,105.63780212402344,0.031754396855831146,13894143.0,-1.0
<KeyPoint 0000015C6FEC4FC0>,2704.773681640625,1686.8502197265625,2.219144821166992,117.26606750488281,0.030448313802480698,15335935.0,-1.0
<KeyPoint 0000015C6FEC5030>,2704.787353515625,1655.7103271484375,2.789324998855591,102.434814453125,0.02571742981672287,15139583.0,-1.0
<KeyPoint 0000015C6FEC5060>,2705.028076171875,1724.274658203125,2.759660243988037,113.28512573242188,0.03399945795536041,14353151.0,-1.0
<KeyPoint 0000015C6FEC5090>,2705.21142578125,1545.3424072265625,2.0315730571746826,100.14703369140625,0.02112831361591816,8913407.0,-1.0
<KeyPoint 0000015C6FEC50C0>,2705.29833984375,1651.8121337890625,2.2884883880615234,102.4461669921875,0.03246239945292473,787199.0,-1.0
<KeyPoint 0000015C6FEC50F0>,2705.595947265625,1607.0013427734375,2.366068124771118,89.23190307617188,0.040333885699510574,3212031.0,-1.0
<KeyPoint 0000015C6FEC5120>,2705.595947265625,1607.0013427734375,2.366068124771118,266.9618835449219,0.040333885699510574,3212031.0,-1.0
<KeyPoint 0000015C6FEC5150>,2705.690185546875,1663.2171630859375,2.597116231918335,96.6729736328125,0.027367103844881058,9962239.0,-1.0
<KeyPoint 0000015C6FEC5180>,2705.712158203125,1603.28662109375,2.440175771713257,267.9312438964844,0.02436274290084839,5440255.0,-1.0
<KeyPoint 0000015C6FEC51B0>,2706.217529296875,1659.450927734375,2.397631883621216,97.34463500976562,0.03296183422207832,4195071.0,-1.0
<KeyPoint 0000015C6FEC51E0>,2706.217529296875,1659.450927734375,2.397631883621216,268.76416015625,0.03296183422207832,4195071.0,-1.0
<KeyPoint 0000015C6FEC5210>,2706.298828125,1694.291748046875,2.3040640354156494,110.39396667480469,0.03559955582022667,1311487.0,-1.0
<KeyPoint 0000015C6FEC5240>,2706.62744140625,1704.9036865234375,2.728262186050415,107.99125671386719,0.033604469150304794,13501183.0,-1.0
<KeyPoint 0000015C6FEC5270>,2706.640625,1614.9656982421875,2.269354820251465,84.85903930664062,0.03569706529378891,197375.0,-1.0
<KeyPoint 0000015C6FEC52A0>,2706.640625,1614.9656982421875,2.269354820251465,268.95526123046875,0.03569706529378891,197375.0,-1.0
<KeyPoint 0000015C6FEC52D0>,2707.068603515625,1462.1243896484375,2.162973403930664,108.8125,0.052525222301483154,13435391.0,-1.0
<KeyPoint 0000015C6FEC5300>,2707.237060546875,1555.3804931640625,2.8947391510009766,102.06484985351562,0.024144001305103302,1115135.0,-1.0
<KeyPoint 0000015C6FEC5330>,2707.237060546875,1555.3804931640625,2.8947391510009766,270.4371337890625,0.024144001305103302,1115135.0,-1.0
<KeyPoint 0000015C6FEC5360>,2707.384521484375,1670.6953125,2.6179864406585693,102.78057861328125,0.027591465041041374,10552063.0,-1.0
<KeyPoint 0000015C6FEC5390>,2707.384521484375,1670.6953125,2.6179864406585693,259.720703125,0.027591465041041374,10552063.0,-1.0
<KeyPoint 0000015C6FEC53C0>,2707.445556640625,1551.6195068359375,1.9139360189437866,106.80801391601562,0.04396768659353256,4588031.0,-1.0
<KeyPoint 0000015C6FEC53F0>,2707.53515625,1470.5682373046875,2.1376986503601074,112.1846923828125,0.052435632795095444,12583423.0,-1.0
<KeyPoint 0000015C6FEC5420>,2707.599365234375,1618.9766845703125,2.586635112762451,81.81515502929688,0.025939224287867546,9700095.0,-1.0
<KeyPoint 0000015C6FEC5450>,2707.599365234375,1618.9766845703125,2.586635112762451,267.5674743652344,0.025939224287867546,9700095.0,-1.0
<KeyPoint 0000015C6FEC5480>,2707.608154296875,1559.6705322265625,2.207263708114624,100.691650390625,0.03210168704390526,14942719.0,-1.0
<KeyPoint 0000015C6FEC54B0>,2707.608154296875,1559.6705322265625,2.207263708114624,269.2188720703125,0.03210168704390526,14942719.0,-1.0
<KeyPoint 0000015C6FEC54E0>,2707.651123046875,1701.4561767578125,2.082068681716919,109.43258666992188,0.038801323622465134,10682879.0,-1.0
<KeyPoint 0000015C6FEC5510>,2707.800537109375,1666.824951171875,2.413689136505127,102.20413208007812,0.030210714787244797,4653823.0,-1.0
<KeyPoint 0000015C6FEC5540>,2707.931640625,1563.633544921875,3.1281440258026123,98.32461547851562,0.024361154064536095,6685695.0,-1.0
<KeyPoint 0000015C6FEC5570>,2707.931640625,1563.633544921875,3.1281440258026123,272.9433898925781,0.024361154064536095,6685695.0,-1.0
<KeyPoint 0000015C6FEC55A0>,2708.2080078125,1622.8997802734375,2.21850848197937,83.91583251953125,0.036085065454244614,15270399.0,-1.0
<KeyPoint 0000015C6FEC55D0>,2708.2080078125,1622.8997802734375,2.21850848197937,268.7445068359375,0.036085065454244614,15270399.0,-1.0
<KeyPoint 0000015C6FEC5600>,2708.2470703125,1677.910888671875,2.942690372467041,101.3890380859375,0.030017530545592308,2294783.0,-1.0
<KeyPoint 0000015C6FEC5630>,2708.48876953125,1567.8929443359375,2.6368443965911865,99.46292114257812,0.03061569295823574,11076351.0,-1.0
<KeyPoint 0000015C6FEC5660>,2708.48876953125,1567.8929443359375,2.6368443965911865,276.5527038574219,0.03061569295823574,11076351.0,-1.0
<KeyPoint 0000015C6FEC5690>,2708.503173828125,1487.729248046875,2.1466825008392334,118.58197021484375,0.05554107204079628,12911103.0,-1.0
<KeyPoint 0000015C6FEC56C0>,2708.61572265625,1626.80859375,2.567415475845337,270.32904052734375,0.0235099159181118,9110271.0,-1.0
<KeyPoint 0000015C6FEC56F0>,2708.819580078125,1572.2352294921875,2.887864351272583,95.94601440429688,0.021608609706163406,918527.0,-1.0
<KeyPoint 0000015C6FEC5720>,2708.819580078125,1572.2352294921875,2.887864351272583,275.2088623046875,0.021608609706163406,918527.0,-1.0
<KeyPoint 0000015C6FEC5750>,2708.899169921875,1630.3961181640625,2.431912899017334,91.86312866210938,0.03170996531844139,5243647.0,-1.0
